frame_id,ocPitch,drv_color,drv_position,drv_type,drv_trackingId,drv_enable,drv_multiple,drv_roadBoundaryType,drv_vcs_start,drv_vcs_end,drv_vcs_predicted_start,drv_vcs_predicted_end,drv_lineWidthModel_C0,drv_lineWidthModel_C1,drv_segment_num,drv_segment_start,drv_segment_end,drv_segment_C0,drv_segment_C1,drv_segment_C2,drv_segment_C3,rb_color,rb_position,rb_type,rb_trackingID,rb_enable,rb_multiple,rb_roadBoundaryType,rb_vcs_start,rb_vcs_end,rb_vcs_predicted_start,rb_vcs_predicted_end,rb_lineWidthModel_C0,rb_lineWidthModel_C1,rb_segment_num,rb_segment_start,rb_segment_end,rb_segment_C0,rb_segment_C1,rb_segment_C2,rb_segment_C3,drv_lines_num,rb_lines_num,num_of_merged_point,merge_pos_lon,num_of_branch_point,branch_pos_lon,confidence
13,-0.0397247,1,4,3,1,1,1,1,5.15399,81.0382,1.99784,80.2486,0.294022,0.00495533,1,1.99784,80.2486,-0.792515,-0.0624117,-0.00074399,-1.37338e-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,31.943,0,-1,0.175561
13,-0.0397247,1,5,2,3,1,1,1,7.3442,32.7922,3.98308,33.88,0.197462,0.00529354,1,3.98308,33.88,-3.72551,0.0174192,-0.00035927,1.32795e-08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,31.943,0,-1,0.05
13,-0.0397247,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32767,32767,1,10001,1,0,6,13.0758,35.5251,10.9566,34.7441,0,0,1,10.9566,34.7441,-7.56218,0.12608,-0.00343486,1.03936e-05,4,2,1,31.943,0,-1,0.05
13,-0.0397247,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32767,32767,1,10002,1,0,6,15.3996,39.6067,13.0958,38.2509,0,0,1,13.0958,38.2509,8.88655,-0.084152,-0.000162115,-3.45419e-06,4,2,1,31.943,0,-1,0.05
14,-0.0397726,2,2,2,4,1,1,1,12.9795,48.5084,9.0861,47.2562,0.224943,0.00508972,1,9.0861,47.2562,7.62632,-0.0986442,-6.64478e-05,1.25195e-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,31.3408,0,-1,0.05
14,-0.0397726,1,3,3,2,1,1,1,5.5609,31.6956,2.00832,30.0507,0.167716,0.00454442,1,2.00832,30.0507,2.92521,-0.0309194,-0.00135108,-2.73004e-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,31.3408,0,-1,0.175954
14,-0.0397726,1,4,3,1,1,1,1,5.15382,81.0173,1.99726,80.1334,0.298079,0.00489483,1,1.99726,80.1334,-0.817222,-0.0623296,-0.000754722,-1.1186e-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,31.3408,0,-1,0.249985
14,-0.0397726,1,5,2,3,1,1,1,7.34502,32.8288,3.9792,32.8618,0.20015,0.00501937,1,3.9792,32.8618,-3.71458,0.0179813,-0.000350984,1.42278e-08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,31.3408,0,-1,0.05
14,-0.0397726,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32767,32767,1,10001,1,0,6,13.0801,35.5684,10.3886,34.6902,0,0,1,10.3886,34.6902,-7.4138,0.110719,-0.0028145,1.78323e-06,4,2,1,31.3408,0,-1,0.05
14,-0.0397726,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32767,32767,1,10002,1,0,6,15.4343,39.8419,12.5162,38.309,0,0,1,12.5162,38.309,8.76435,-0.0752156,-0.000404778,-3.45174e-06,4,2,1,31.3408,0,-1,0.05
